"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Nptx2",58.3014906174576,0.555256319837361,0.607124797946268,0.914567024301489,0.360418976746661,0.666667065114961
"9530026P05Rik",14.2480366042045,-0.291389012335459,0.318606259885151,-0.914574033920416,0.360415295423069,0.666667065114961
"Tbc1d10b",1021.72757585433,0.0895629517266924,0.0979302091362838,0.914558975382691,0.360423203920635,0.666667065114961
"Tgfbr3",842.514020107685,0.183945466767055,0.20115331982308,0.914454043954332,0.360478315213246,0.666700965636744
"Pycrl",1094.85216435947,0.113604448711061,0.124256897026287,0.91427076830212,0.360574586552778,0.666810976560464
"Zfp346",378.795985254086,0.093927746808835,0.102751450862357,0.914125747330402,0.360650774843393,0.666815800676986
"Bcl2l11",474.406913778361,-0.145322102287153,0.158971721763846,-0.914138066033091,0.360644302690991,0.666815800676986
"2610034M16Rik",0.898754816526807,-2.07531489240386,2.2720687369036,-0.913403216503092,0.36103051452372,0.667449824127134
"Tnnt3",450.206675639644,0.6614999406783,0.72457063147437,0.91295439249624,0.361266528665363,0.667818034886252
"Igfbp7",2251.24803057048,0.248846034509061,0.272616513425596,0.912806166369586,0.361344494634272,0.667894040918436
"Rabl5",383.604520782109,-0.117657463199351,0.128912323133469,-0.912693684664533,0.361403666312593,0.667928916325738
"Isx",1.14760679213259,1.5222661132123,1.66799883798477,0.912630200061448,0.361437065452294,0.667928916325738
"Pnpt1",558.182973522198,-0.0675045205379984,0.0739936273081581,-0.912301815626164,0.361609858827848,0.668180109211412
"Zfp300",17.1845798938095,-0.272523740747256,0.298770413631454,-0.91215103073568,0.361689218027543,0.668258621483101
"Mbd3",3219.14207937792,-0.0853744511203523,0.0936083483236626,-0.912038858170634,0.361748262356397,0.668286528130052
"Orai2",318.71532873901,0.411034158969051,0.450704124209794,0.911982244870079,0.361778064221356,0.668286528130052
"En1",3.63570120919496,-0.853058006156701,0.935759705641599,-0.911620794327542,0.361968372040374,0.668488865914178
"Rps15a-ps4",9.82172954722273,-0.22910162981301,0.251328062065196,-0.911564064635089,0.361998246562629,0.668488865914178
"Cdkl5",95.0690701344401,0.238755402662142,0.261890860558519,0.911659926402025,0.361947765530813,0.668488865914178
"Aox1",195.070536071829,-0.140086363600682,0.153704183128288,-0.911402414362141,0.362083381967876,0.668577964361018
"Slc35c2",4199.13708751039,-0.124538329678668,0.136700873233905,-0.911028047828006,0.362280595567413,0.66887397317504
"Lcmt1",507.20893522964,-0.156117068088602,0.171423281309111,-0.91071100084178,0.362447666252338,0.669114274885274
"Lipo1",457.263079092803,-0.263577919335211,0.289502753271924,-0.910450475362624,0.36258498854602,0.669299614766943
"Klk1b5",26324.6497960779,-0.813090081234671,0.893195079529101,-0.910316346193195,0.362655700381033,0.669361972444625
"B3gntl1",204.209099037679,-0.12849632477144,0.141177110550803,-0.910178174564642,0.362728552397159,0.66942826720278
"Zfp654",499.369731385842,0.0629719112842378,0.069212105161191,0.90983955967789,0.362907128349092,0.669689645828477
"Dusp28",363.918711471269,-0.0892132655341408,0.098061585550101,-0.909767724371136,0.362945019341122,0.66969138507155
"Denr",2396.92544345524,-0.0912019784726462,0.100294954877481,-0.909337648978033,0.363171923138424,0.670041847199097
"Gstm5",591.563517612459,-0.15127185329526,0.166420240339783,-0.908975092130655,0.363363273724688,0.670326650001015
"Lrrc20",270.471088053622,0.111086826828013,0.122268594828695,0.908547505462474,0.363589026863776,0.670409031150831
"Pip4k2c",4815.47550464077,-0.134998860261056,0.148600209787634,-0.908470186239873,0.363629858496211,0.670409031150831
"Rgs6",64.4644067301606,-0.246000342773151,0.270771203941442,-0.908517372572426,0.363604939448986,0.670409031150831
"Fcrl5",11.2671580629774,-1.09978445284979,1.21053203810221,-0.908513296826038,0.363607091803753,0.670409031150831
"Epha8",2.62573507508329,-0.872955560004591,0.960591184774664,-0.908769072463817,0.36347203507665,0.670409031150831
"Nat3",1.11817363967641,1.66235188292344,1.82938737953063,0.908693206000993,0.363512091427434,0.670409031150831
"Slc25a40",324.630414576302,0.142092856623899,0.156474185760148,0.908091363016943,0.363829953311276,0.670709713564572
"Med25",1340.87314354004,-0.0866321810339431,0.0954241048529178,-0.907864749346864,0.363949683794709,0.670805646119745
"Myo1e",2442.68857071189,0.0943099619967793,0.103882440902675,0.907852772588743,0.363956012355397,0.670805646119745
"Tmub1",392.238069980556,-0.0807276695785084,0.0889324173151519,-0.907741766339623,0.364014671718388,0.670845543965001
"Lepre1",230.926969211482,0.15201247235521,0.167501569903077,0.907528642526574,0.364127309938825,0.670984901651201
"Obfc1",185.740682866863,0.166409124008159,0.18341576116301,0.907278212913573,0.364259692517203,0.671106310675349
"Spopl",209.979343124801,0.112535204575825,0.124038002673502,0.907263920332903,0.364267248795812,0.671106310675349
"Mff",1386.56716992493,-0.0738138767269808,0.0813709598083738,-0.907128008577143,0.364339108251618,0.671146424599638
"Sytl3",662.762036152355,-0.279586621435197,0.308297568779147,-0.90687261188064,0.364474165921889,0.671146424599638
"Gbp7",509.696235089117,0.236873721348737,0.261191952092212,0.906895175947499,0.364462232439113,0.671146424599638
"Lrrc69",1.01777131690936,0.852521680960355,0.940029859896441,0.906909149730918,0.364454842231399,0.671146424599638
"Bnc2",29.8786193804476,0.235451417559783,0.259612663009797,0.906933486333437,0.364441971742577,0.671146424599638
"Mcm3ap",991.204475069352,0.0640228129334472,0.0706071210355131,0.906747251474052,0.364540469864559,0.671159651307076
"Vrk1",401.736193099271,0.155290238669829,0.171345470982752,0.906299056398525,0.364777584829021,0.671159651307076
"Ppp1r3c",1863.08675503907,-0.153170164832005,0.168974743137666,-0.906467806891206,0.364688297067103,0.671159651307076
"Smim1",627.511737878891,0.1520126784782,0.167702430376904,0.906442906859241,0.364701471091966,0.671159651307076
"Tead1",778.825172146192,-0.125035335855161,0.137946008278942,-0.906407785300505,0.364720053593205,0.671159651307076
"Gp2",1227.54084753559,0.190844053378886,0.210493523690793,0.906650475666075,0.364591660380438,0.671159651307076
"Disc1",70.1562991292731,0.232398621707431,0.256407748885688,0.906363488300968,0.364743491581332,0.671159651307076
"Pdcd7",348.739414489509,0.0811119119112845,0.0894813067911077,0.906467672635119,0.364688368098063,0.671159651307076
"Snora21",2.34143084494629,0.381082258122604,0.42062170510495,0.905997606632115,0.364937119239298,0.671316886858041
"Mir210",0.822315670669609,-1.00763672109497,1.11211482875759,-0.906054568322463,0.364906970414182,0.671316886858041
"Ifngr1",1245.5639315253,0.177148882201999,0.195545170489574,0.905923075259202,0.364976569739528,0.671321323983046
"Gyk",1188.08069977529,0.197336207259285,0.217897378156721,0.905638282243821,0.365127339209655,0.67153049448757
"1700008J07Rik",190.512586475942,-0.0722224154722668,0.0797587855211027,-0.905510471359397,0.365195014956908,0.671586814741675
"Cbfa2t3",249.985600148841,0.334502059848011,0.369464836713412,0.905369135595111,0.36526986123576,0.671656308704286
"Fam71e2",0.925935461039562,-1.08206639427685,1.19541156062211,-0.905183143547416,0.365368370453127,0.671769295441563
"Uts2r",1.11516996039867,-0.989710691029566,1.09376346352585,-0.904867207612825,0.365535741438313,0.671860764835326
"Ss18l1",341.753225364387,-0.0947720672991649,0.104752558625509,-0.904723173760129,0.365612061042337,0.671860764835326
"4933405D12Rik",3.06195230771027,-0.428338908871393,0.473310149259585,-0.904985683365249,0.36547297182888,0.671860764835326
"Kcnn4",20227.7166195167,-0.18670185043041,0.206359061346452,-0.904742681092933,0.365601724057254,0.671860764835326
"Zfp791",627.236596540063,-0.291016621465496,0.321682820751752,-0.904669452926981,0.365640528790933,0.671860764835326
"Lonrf3",182.547286160845,-0.175793668237987,0.194304635778428,-0.90473223931955,0.365607257156737,0.671860764835326
"Nucks1",1978.23428976945,0.0592162496632434,0.0654676702517207,0.904511332625084,0.365724327944393,0.671946623820793
"R3hdm4",3009.81946158166,-0.0618444128077136,0.0683850421865452,-0.90435584786232,0.365806742026836,0.672029920863207
"Smlr1",8.92151346732407,0.374166339005661,0.413784259602677,0.90425464556081,0.365860390132347,0.67206035990157
"Tmem57",2833.44624928627,-0.111975248521953,0.123858707830882,-0.904056327431126,0.365965534310343,0.672185377926122
"Tmem154",163.742023173831,-0.372950744124468,0.412597019877403,-0.90391041659798,0.366042905259946,0.67225936344478
"Ldlrad3",297.86879475987,0.186841005908181,0.206765378806275,0.903637770437563,0.366187506470227,0.672388669311404
"Adc",92.4770049339013,-0.190017254291642,0.210272466652038,-0.903671590090232,0.366169567869967,0.672388669311404
"Cml5",23.2854997194959,-0.47989176718812,0.531260202959786,-0.903308330860323,0.366362276296529,0.67264143617044
"Sva",13.05758596938,-0.577909533939278,0.639823125115942,-0.90323327065516,0.366402103496872,0.672646422149378
"1810032O08Rik",256.012421284551,0.201345563324645,0.22293756937765,0.903147746190644,0.366447486360005,0.672661605253706
"Mrpl28",1107.34537123548,0.0769089006427441,0.0851783488549839,0.90291607757837,0.366570437038262,0.672758286571781
"Mmgt1",1390.58636782129,0.0913060356087666,0.101124336144268,0.902908628032979,0.366574391072161,0.672758286571781
"2900041M22Rik",9.65963815601127,-0.290601037299949,0.321904483461794,-0.902755482541889,0.366655682793178,0.672771234118885
"Hydin",3.08213461693925,-0.507808335658277,0.562465858943858,-0.902825171667822,0.36661868945848,0.672771234118885
"Fkbp1a",2290.65075889525,0.103785284675948,0.114976888196709,0.902662146312273,0.366705232452786,0.672794041725553
"Des",667.577230168779,0.58400303549661,0.647401719712929,0.902072110274235,0.367018563109452,0.672832147813548
"Ppp1r15b",4460.46692294651,0.117689196214103,0.130463412779863,0.902085831624578,0.367011274677323,0.672832147813548
"Ninj1",2149.19278483535,0.113648039935417,0.125925905993835,0.90249928351503,0.366791701869318,0.672832147813548
"Zfat",176.213913163333,0.0753939176203292,0.0835761711204344,0.902098248933725,0.367004678996454,0.672832147813548
"Htt",1160.10806582192,0.0894554302211051,0.099125886027298,0.902442679770552,0.366821757705291,0.672832147813548
"Isy1",803.617401570135,0.0971660538177186,0.107690028909281,0.902275306282741,0.366910639784653,0.672832147813548
"Sult2a2",2.08998297743631,-0.603484043861575,0.669003725154265,-0.90206380199515,0.367022976299727,0.672832147813548
"Arrb1",2488.38320712338,-0.131012463747595,0.145230393220471,-0.902100867748167,0.367003287974698,0.672832147813548
"Kcnj2",109.749298340268,0.220698931614111,0.244682844803413,0.901979588276525,0.367067710795211,0.672846102160518
"Nap1l4",3503.07738827037,0.0501726370743539,0.0556388215854727,0.901755925892111,0.367186537197505,0.672995852634723
"Rasl2-9",2.73282761730503,0.678608154846153,0.752602481142919,0.901682059054076,0.367225786122798,0.67299973442626
"2610044O15Rik8",157.031343100383,-0.123374780526087,0.136844818489741,-0.901567058860439,0.367286896337774,0.673043675677095
"Hk1",3679.4771231221,-0.174611768299292,0.193697079667687,-0.901468254445869,0.367339405301375,0.673071848067876
"Olfm4",13.4676775711234,0.839135954469615,0.931198527087752,0.901135397082236,0.36751633460119,0.673327965697622
"Dock7",1387.29749407623,-0.159133646870932,0.176638938078503,-0.900897891495527,0.367642612408075,0.673423178362442
"Gm7714",2.17043390221568,0.842744191541669,0.935435195790143,0.900911356911069,0.367635452345911,0.673423178362442
"Pfkfb2",2057.95575323632,0.17699470058878,0.196735406931034,0.899658599078843,0.368301962103802,0.673606167718121
"Pah",234.017269343036,-0.186397384530573,0.207234695646742,-0.899450663649059,0.368412663558152,0.673606167718121
"Mir27b",10.1253946789951,0.367481013660252,0.408661550160028,0.899230704519058,0.368529788772463,0.673606167718121
"A630019I02Rik",0.82500676260439,1.77787619989677,1.97526114331484,0.900071469493482,0.368082217960679,0.673606167718121
"Olig2",1.14812941748127,1.66359422591995,1.84790053301947,0.900261781515713,0.367980954705001,0.673606167718121
"Pnldc1",15.64171946891,-0.322319167244647,0.35846678596104,-0.899160479765282,0.368567187368239,0.673606167718121
"D17Wsu104e",2850.73107685172,0.160200005112945,0.178089495997725,0.899547748256819,0.368360974708729,0.673606167718121
"Rps14",24938.2352021728,0.173590273846423,0.192867710341204,0.900048398663118,0.368094494913738,0.673606167718121
"Cbln2",0.932060474327733,1.14873890637874,1.27686131456629,0.899658320973512,0.368302110148747,0.673606167718121
"Rab3il1",330.527595290297,-0.201811455105406,0.224173263679594,-0.900247655732271,0.367988470306867,0.673606167718121
"Dnlz",1089.06645022623,-0.0824706078376763,0.0916002755228437,-0.900331438600416,0.367943895155385,0.673606167718121
"Zbtb10",819.703091769404,-0.159158860152348,0.176947315501618,-0.899470329352878,0.368402192969451,0.673606167718121
"Gm2011",42.6073348515815,-0.172563749610178,0.191789709996458,-0.899754995267292,0.368250649359475,0.673606167718121
"Kcnab1",12.7155038973679,-0.329360836597276,0.365920207139802,-0.900089227571524,0.368072768318805,0.673606167718121
"Arid1a",3750.08048757772,0.122961101583329,0.13673865357908,0.899241716697295,0.368523924387922,0.673606167718121
"Lypla2",2529.41489050999,-0.099106787707274,0.110060936907518,-0.900471961187749,0.367869140216928,0.673606167718121
"Ugt2b35",38.0516344190977,0.228067360186314,0.253330013993586,0.900277691501998,0.367972489935138,0.673606167718121
"Wbp7",2117.55580320596,0.125252537477822,0.139150319591396,0.90012396554759,0.368054283566281,0.673606167718121
"Lsm14a",2598.79728467632,0.0479455008907953,0.0533189673518629,0.899220357633579,0.368535298917382,0.673606167718121
"Mrgprb1",10.7474441859504,-0.680380794460024,0.756732072381598,-0.899103948797518,0.368597294975356,0.673606167718121
"Mkrn3",52.8476094612794,-0.167508987400247,0.186292491169728,-0.899171976006439,0.368561064817355,0.673606167718121
"B3gnt9",125.474561984447,0.157336906362902,0.17498088781218,0.899166236553697,0.368564121468658,0.673606167718121
"Zfp275",573.297753975699,0.243041927111922,0.270080392353894,0.899887344629809,0.368180205597409,0.673606167718121
"Gm6583",1.80707456962383,-0.732399409155258,0.814871393945945,-0.898791410026896,0.368763776394903,0.673842468712332
"2610206C17Rik",19.4126905934751,-0.167113649164758,0.185949154359473,-0.898706152982534,0.368809198764484,0.673857533024825
"Trak2",1867.71849992714,0.167801353823885,0.186768692317826,0.898444764705723,0.36894848020969,0.674044068521383
"4933440J02Rik",1.03641902061532,-0.979670717118979,1.09076048392818,-0.898153839962065,0.369103538707238,0.674123502526067
"Ar",106.825794754114,-0.421048974972999,0.468770649343294,-0.898198245907356,0.369079868388041,0.674123502526067
"Tlr13",93.9685024278988,0.274571912935254,0.305674539143293,0.898249208798322,0.369052704092287,0.674123502526067
"L3hypdh",197.903531926886,0.162437593409045,0.180911741378326,0.897883090237642,0.369247880627743,0.674251242834762
"Ppp1r1c",0.829080947967973,-1.20014869153257,1.33654894361784,-0.897945935510564,0.369214373468283,0.674251242834762
"Arid3a",190.560994926072,0.200842275643687,0.2237849518372,0.897478914443706,0.369463419865748,0.67450891267795
"Antxr2",572.580569758449,0.169221086188267,0.188549078954128,0.897490919218098,0.369457016821788,0.67450891267795
"Tomm5",1630.0282391506,0.149408220169466,0.166516912455304,0.897255527780514,0.36958258126469,0.674625656190604
"Pla2g4c",52.8299996364872,0.339586324364781,0.378487458839833,0.897219488872117,0.369601807777804,0.674625656190604
"Odf3l2",55.9288355362594,-0.754120036683516,0.840617818897574,-0.897102130992779,0.369664421718726,0.674672001173287
"Prickle2",108.968481260179,-0.158133416521933,0.176291169911212,-0.89700134499973,0.369718199324185,0.674702211312006
"Tcta",1359.97597406546,-0.127816484220876,0.142528692131462,-0.896777219445636,0.369837806143651,0.674852535624049
"Serpina3k",1910.23006522685,0.191681543934263,0.213872052320933,0.896244001280862,0.370122459931678,0.674974226956389
"Osmr",315.434882831495,0.198694710953582,0.221631448055708,0.89650955537519,0.369980679224615,0.674974226956389
"AI480653",459.420206423987,0.07792674010991,0.0869433091653815,0.896293698249736,0.370095923895511,0.674974226956389
"Gm14204",1.6492399673482,1.11337167939591,1.24218628545396,0.896300089957143,0.370092511085443,0.674974226956389
"Mthfd2l",348.113577225462,0.110787085140513,0.12357212384301,0.89653784118221,0.369965579274553,0.674974226956389
"Rpl36a",3375.84176298977,0.173246666439802,0.193305225632555,0.896233745740113,0.370127936094872,0.674974226956389
"Uox",420.786065453712,-0.231143567803862,0.257946014187845,-0.896092806596095,0.37020319863477,0.675043558878794
"Mbd2",1734.92649455375,-0.086404314634176,0.096441126014859,-0.895928098359857,0.370291166090525,0.675136041182051
"Rpl37a",6096.41431519777,-0.157959032317224,0.176405453696643,-0.895431683131857,0.370556370302837,0.675551620573217
"Hnmt",378.207757525123,-0.183888678107507,0.205445586446207,-0.895072419361295,0.370748376449292,0.675765720348292
"Acnat1",260.485150878281,-0.357982958797643,0.399935844685897,-0.895100960702327,0.370733120460177,0.675765720348292
"Olfr56",6.00988760895864,-0.690716063578785,0.771904463693323,-0.89482066248707,0.370882963045286,0.67587867902402
"Rps20",6743.89569226242,0.183825705737992,0.205433858330284,0.894816985048532,0.370884929190229,0.67587867902402
"Slfn2",619.729346444279,0.406093935910276,0.453914958168241,0.894647617582497,0.370975488628472,0.675884302639072
"Enpp4",443.195061528852,0.11177789192048,0.124928215251955,0.894736963103546,0.370927714578126,0.675884302639072
"Pcdhb9",28.9213097587881,0.237075381309951,0.265006542508665,0.89460199384398,0.370999885625166,0.675884302639072
"Ddit4",1986.4779337835,-0.199892672360266,0.223521733576518,-0.894287410722127,0.37116813400239,0.676111213470321
"Slc1a6",2.14522550261785,0.611778772372912,0.684140577897361,0.894229624930529,0.371199044703071,0.676111213470321
"Dyrk2",445.995350175131,0.113466211894254,0.126916842899722,0.894020126106544,0.371311122934951,0.676245701520908
"Bbs12",91.8758776422544,-0.153449980482986,0.17165346389095,-0.89395213475256,0.371347501640695,0.676245701520908
"Gm4944",225.279267495589,-0.0962041409573078,0.107641190131604,-0.893748395383655,0.371456525426022,0.676376283237557
"Erich1",251.274511581475,-0.122382035674264,0.136949792976673,-0.893627022094947,0.371521483406986,0.67642660841302
"Gmeb2",839.452050941502,0.0520950413118249,0.058311882201346,0.893386379330805,0.371650294258639,0.676593168284234
"Sh2b3",632.019486234275,0.199913330601187,0.223838570106023,0.893113865525931,0.371796198427572,0.676740987403166
"2610034B18Rik",897.46041015362,-0.139553755508703,0.156258534870265,-0.89309525156222,0.371806165658523,0.676740987403166
"Nox4",24.419683172633,-0.390069711240855,0.436826433942823,-0.892962698525501,0.371877148708409,0.676802221140668
"Kdm2b",932.352356125996,-0.10274908415094,0.115111545709715,-0.892604503896161,0.372069006391451,0.677083407715367
"Rpe",1146.20853747875,0.0728124257666759,0.081621965770468,0.892069004701924,0.372355947095576,0.677131424358304
"Arrb2",1033.31730715681,0.215048234757008,0.241128288404617,0.891841584327736,0.372477849004579,0.677131424358304
"D430019H16Rik",15.8032881749977,0.623440942410765,0.698650256654104,0.892350552329971,0.37220506614346,0.677131424358304
"Cox7c",3841.39559829131,-0.186491378895641,0.209055712656283,-0.892065452438793,0.372357850990179,0.677131424358304
"Tnnc1",5.161079450962,-0.37344903033931,0.418641838935785,-0.892048991779326,0.372366673433594,0.677131424358304
"Lbp",1026.01792968717,0.484562369155772,0.543335324640782,0.891829312728991,0.372484427532243,0.677131424358304
"Ptprz1",189.568733690606,-0.414035518100586,0.464072796935262,-0.892177953189407,0.372297557268834,0.677131424358304
"Ccdc136",40.5699467563984,-0.242702274169061,0.272166713140307,-0.891741210263078,0.372531659393592,0.677131424358304
"Zfp788",235.097631746792,-0.10966568784235,0.122923029381517,-0.892149244890312,0.3723129426372,0.677131424358304
"9830147E19Rik",121.546425969809,0.131458782337853,0.147333713382116,0.892251877185158,0.372257941691782,0.677131424358304
"Purg",117.789949361123,-0.103661913189171,0.116216996258365,-0.891968614975362,0.372409754965935,0.677131424358304
"Phlpp2",324.102350706856,-0.0819475498664039,0.091898426170776,-0.891718751680468,0.372543700066263,0.677131424358304
"Ncf2",311.513030392234,0.333484887548144,0.374053210363373,0.891543979061646,0.372637408782647,0.677214962935032
"Hlcs",522.956503815886,0.100392518938866,0.112617430778045,0.891447427323464,0.372689183676881,0.677214962935032
"Me3",636.176147313893,0.345987148767695,0.388128603657935,0.891423990674546,0.372701752015279,0.677214962935032
"Cyb5r3",4484.14405146536,-0.11144125936955,0.125035917790297,-0.891273974222778,0.372782207344142,0.677293254622351
"Zfp709",114.841596093774,-0.153073374976434,0.171775354638139,-0.891125361370362,0.372861920516133,0.677370182354907
"B4galt3",1220.08314736403,0.135171396983019,0.15170811477208,0.890996484835994,0.372931056041295,0.677404734231585
"Jup",6288.87712995629,-0.144602451240603,0.162372538243728,-0.890559775714962,0.373165386691627,0.677404734231585
"Ccr10",29.3308012835851,-0.265134216814508,0.297675782328388,-0.890681179169689,0.373100234524581,0.677404734231585
"Prkch",751.11680210596,0.151858105519033,0.170476260810381,0.890787402287894,0.373043234788961,0.677404734231585
"Vps8",569.497706150997,0.0628295968849446,0.070546809275821,0.890608626100949,0.373139169881371,0.677404734231585
"Retnla",573.213726316257,-0.378070853745763,0.424544618002033,-0.890532673632793,0.373179932209787,0.677404734231585
"Ppm1l",505.835960999945,-0.279385379522994,0.313613048286473,-0.890860189171039,0.373004180180168,0.677404734231585
"Hs2st1",927.975303918656,0.082837469171061,0.093015734236677,0.8905748027563,0.373157321923722,0.677404734231585
"Dido1",1849.02456435354,0.070684307161356,0.0793942852388586,0.890294647136144,0.373307694624166,0.677568792816243
"Tesc",6110.79597330945,0.268791124132053,0.301958708697518,0.890158542840074,0.373380761740945,0.677633554276022
"4930479D17Rik",2.0534297559894,-0.536550428740686,0.602809272887416,-0.89008323672701,0.373421193369447,0.677639079877976
"Med16",865.195195352363,-0.0582669093038529,0.0654894095308044,-0.889714989359399,0.373618943316208,0.677644376938852
"Cnn2",1815.81893088667,0.282868436466119,0.317839234389905,0.889973313109339,0.373480215898653,0.677644376938852
"Pacsin2",2635.15717934694,-0.0850444798145755,0.0955628085390569,-0.889932821300637,0.373501959078015,0.677644376938852
"Hnrnpr",1720.49382297384,0.054539286822553,0.0613035114485584,0.889660078743099,0.373648436034587,0.677644376938852
"Foxj2",888.22153491018,-0.0686270073841391,0.0771357533722464,-0.889691283015734,0.373631675914374,0.677644376938852
"Senp8",165.563136634992,0.118113675280678,0.132745663418311,0.889774266361347,0.373587107011337,0.677644376938852
"Tmem81",161.475433338831,0.0872019536315291,0.0980345721748323,0.889502057254,0.373733318067088,0.677730504248721
"Prb1",3579.41297546534,-0.813679570813763,0.915258902314034,-0.889015740526041,0.373994620390941,0.67803387815141
"Athl1",1617.03849144975,-0.183681037562135,0.206635739547723,-0.888912237370792,0.374050248145431,0.67803387815141
"Cdh11",307.128581199003,-0.205103368524693,0.230718465492726,-0.888976823275375,0.37401553586074,0.67803387815141
"Amer1",474.094621636021,-0.0988670366102349,0.111211744422493,-0.888998164030584,0.374004066514868,0.67803387815141
"A4gnt",330.181211302548,-0.857287626358001,0.964585189782918,-0.888762999306402,0.374130465129971,0.678111468048073
"Dnm1l",1999.71156937709,0.0616813448573065,0.0694194373239612,0.888531328328936,0.374255011727161,0.678145305850966
"Gm10785",26.8441043941271,-0.148267617304515,0.166890800505574,-0.888410966064978,0.374319728746631,0.678145305850966
"Gale",2705.44760157845,0.347312325380743,0.390851393575239,0.888604546612384,0.37421564671832,0.678145305850966
"Lgals7",154.296237357521,0.509442035118379,0.573401045219168,0.888456760527281,0.37429510492198,0.678145305850966
"Spsb4",7.64554464731864,0.380921895343772,0.428782456788815,0.888380318067406,0.374336208829733,0.678145305850966
"Tpgs2",225.627516014772,0.0870763159834771,0.0980372650013869,0.888196095456612,0.374435278718235,0.678256988483711
"Chrnd",1.65448876821192,-1.05299557161521,1.18566218821852,-0.888107575731462,0.374482887975181,0.678275441645863
"2210404J11Rik",222.637166027492,-0.0866105198868453,0.0975470345336974,-0.887884704039116,0.374602773377991,0.678289237510099
"Trp53tg5",6.81977200797699,-0.363109192662152,0.408949202268124,-0.887907815074016,0.374590340567714,0.678289237510099
"Gm6578",1.48675572931755,-0.567080148688145,0.638644741478434,-0.887943032890837,0.374571395284714,0.678289237510099
"Tex40",12.4041658068017,-0.245522194502667,0.276577063473267,-0.88771712093327,0.374692934002783,0.678384719688388
"Parp9",811.571427787421,-0.118714721483921,0.133746921598045,-0.887607131928604,0.374752115978135,0.678403370584547
"Ubr3",3652.75141743901,-0.0966452379412724,0.108888821625553,-0.887558855890794,0.374778093774514,0.678403370584547
"Srl",111.929367544456,0.333412751693264,0.375759490557353,0.88730360795072,0.374915463626502,0.678517647859861
"Gss",895.65265444873,-0.13960375385013,0.157335028848222,-0.887302432726555,0.37491609618298,0.678517647859861
"Timm22",556.048533336086,0.132794683589068,0.149688693004123,0.887139041192712,0.375004046994455,0.678609060680361
"Polr3gl",715.639438347093,-0.11971292676717,0.134954117497248,-0.88706390725434,0.375044494561735,0.678614501740186
"Gm5129",4.55215961370102,-0.374540610484699,0.422319480307965,-0.886865579138277,0.375151275371885,0.678739954693094
"Cdrt4",1.77239169740577,-0.609384405833608,0.687191549368828,-0.886775174102935,0.37519995610966,0.678760275924502
"Aes",12293.0799736577,-0.104501946941098,0.117894800585063,-0.886399963547996,0.375402038853347,0.678935698149406
"Tnip2",895.547694237831,-0.105919541457934,0.11949588968964,-0.886386483527026,0.375409300240185,0.678935698149406
"Tmed11",10.6069487848519,-0.315121674771072,0.355480155804514,-0.886467696228771,0.375365554081177,0.678935698149406
"Dennd2a",154.890868591585,-0.152862599455741,0.17250766782834,-0.88612060773932,0.375552539332652,0.67905923537553
"Hdx",0.913909908563209,1.03729229569014,1.17052212105354,0.886179147777672,0.37552099831707,0.67905923537553
"1600014C23Rik",3.48517630085263,0.839591805451678,0.947677287854834,0.885946952841068,0.375646113158274,0.679092938459376
"Col4a1",4637.4381189033,0.138336669939453,0.15613660375531,0.885997688000491,0.375618773062863,0.679092938459376
"Ldb3",83.4570367865673,0.385471121577545,0.435488227332456,0.885147054235459,0.376077323874121,0.679715946322214
"Nr0b2",28.8653889534226,0.374856652852725,0.423503027194187,0.885133349190545,0.376084714674731,0.679715946322214
"Adamts15",537.066307799081,0.188889331308158,0.21341040020774,0.885098997632201,0.376103240036717,0.679715946322214
"Pex12",419.359414327342,-0.106980820645575,0.120901647922004,-0.884858250357272,0.376233087810819,0.679784195738527
"Fnbp1",1372.42500037395,0.192168551441952,0.217161451361092,0.884910974012686,0.376204648781229,0.679784195738527
"Trim43c",8.13301224375554,-0.34102930556767,0.385422076985198,-0.88482037208462,0.376253520090974,0.679784195738527
"Als2",492.997485479192,0.0542231702524068,0.0613400287632034,0.883976929025083,0.37670866713893,0.679818987904752
"Lilrb4",212.093683434246,-0.271795292702668,0.307440901161543,-0.884057038851363,0.376665422894184,0.679818987904752
"Mrpl55",596.833960193287,0.125160151566718,0.141568846774689,0.884093883775951,0.376645534590305,0.679818987904752
"Rhbdl3",291.586492377872,0.176992518607271,0.200270215126876,0.883768554875432,0.376821164345987,0.679818987904752
"Sectm1a",9.1730787208849,0.469001089406339,0.530574735515697,0.883949155533177,0.376723660317782,0.679818987904752
"Prpf40b",1000.38714503158,-0.11895074519795,0.13458010793128,-0.883865728943307,0.376768699352233,0.679818987904752
"Efna5",389.19420008573,-0.270199319866131,0.305741554279406,-0.883750723721402,0.376830792006426,0.679818987904752
"Pcdhga4",51.6056750587089,-0.314607394479098,0.355867901411886,-0.884056677297699,0.376665618058307,0.679818987904752
"Calhm2",158.722887096855,0.285477582483494,0.322927289521213,0.884030528688847,0.37667973305873,0.679818987904752
"Pax6",9.06820519557966,-0.297155066999006,0.335967959683289,-0.88447442214171,0.37644016393596,0.679818987904752
"E130311K13Rik",161.760351898515,-0.119950785704073,0.135624090200411,-0.884435689314649,0.376461064282913,0.679818987904752
"Sptssb",73.3097156520774,0.52914339811357,0.598753107985899,0.883742215374074,0.376835386012637,0.679818987904752
